keyword_name,keyword_pc_search,keyword_phone_search,cafe_contents,blog_contents,smart_store_products,naver_blog_contents_divide_keyword_pc_search,naver_blog_contents_divide_keyword_phone_search,naver_blog_contents_divide_all_keyword_search,naver_cafe_contents_divide_keyword_pc_search,naver_cafe_contents_divide_keyword_phone_search,naver_cafe_contents_divide_all_keyword_search,naver_smart_store_divide_keyword_pc_search,naver_smart_store_divide_keyword_phone_search,naver_smart_store_divide_all_keyword_search
택배차광고,80,130,22789,120238,1,1502.975,924.9076923076923,572.5619047619048,284.8625,175.3,108.51904761904763,0.0125,0.007692307692307693,0.004761904761904762
엘리베이터광고,480,440,124951,118175,154,246.19791666666666,268.57954545454544,128.45108695652175,260.31458333333336,283.9795454545455,135.81630434782608,0.32083333333333336,0.35,0.1673913043478261
네이버웹사이트등록,2380,170,15409,29466,3,12.380672268907563,173.3294117647059,11.555294117647058,6.47436974789916,90.64117647058823,6.042745098039216,0.0012605042016806723,0.01764705882352941,0.001176470588235294
리타겟팅광고,370,230,749,2140,1,5.783783783783784,9.304347826086957,3.566666666666667,2.0243243243243243,3.256521739130435,1.2483333333333333,0.002702702702702703,0.004347826086956522,0.0016666666666666668
키워드분석,440,180,126509,427295,51,971.125,2373.8611111111113,689.1854838709677,287.5204545454545,702.8277777777778,204.04677419354837,0.1159090909090909,0.2833333333333333,0.08225806451612903
광고학과,270,420,125429,151554,101,561.3111111111111,360.84285714285716,219.64347826086956,464.55185185185184,298.6404761904762,181.78115942028987,0.37407407407407406,0.24047619047619048,0.1463768115942029
SNS교육,700,130,109032,320057,219,457.2242857142857,2461.976923076923,385.610843373494,155.76,838.7076923076924,131.36385542168674,0.31285714285714283,1.6846153846153846,0.26385542168674697
온라인마케팅학원,560,20,9654,69071,9,123.34107142857142,3453.55,119.08793103448276,17.239285714285714,482.7,16.644827586206898,0.01607142857142857,0.45,0.015517241379310345
홈페이지홍보,90,50,763324,846982,99,9410.91111111111,16939.64,6049.871428571429,8481.377777777778,15266.48,5452.314285714286,1.1,1.98,0.7071428571428572
온라인마케팅강의,100,30,14873,88650,19,886.5,2955.0,681.9230769230769,148.73,495.76666666666665,114.4076923076923,0.19,0.6333333333333333,0.14615384615384616
자신감,3940,9440,2561886,4452020,14497,1129.9543147208121,471.61228813559325,332.7369207772795,650.2248730964467,271.38622881355934,191.4713004484305,3.679441624365482,1.5356991525423729,1.0834828101644245
사이버대학교경영학과,10,10,5275,10006,0,1000.6,1000.6,500.3,527.5,527.5,263.75,0.0,0.0,0.0
네이버파워링크가격,1780,2200,3952,11228,8,6.307865168539326,5.1036363636363635,2.821105527638191,2.2202247191011235,1.7963636363636364,0.992964824120603,0.0044943820224719105,0.0036363636363636364,0.0020100502512562816
광고모음,100,160,91966,83591,346,835.91,522.44375,321.50384615384615,919.66,574.7875,353.7153846153846,3.46,2.1625,1.3307692307692307
바이럴,4440,7140,178099,237680,11280,53.531531531531535,33.28851540616247,20.52504317789292,40.112387387387386,24.943837535014005,15.379879101899828,2.5405405405405403,1.5798319327731092,0.9740932642487047
홍보대행,120,60,216022,184152,342,1534.6,3069.2,1023.0666666666667,1800.1833333333334,3600.366666666667,1200.1222222222223,2.85,5.7,1.9
브랜드마케팅,1910,900,25174,815382,59978,426.90157068062825,905.98,290.17153024911033,13.180104712041885,27.97111111111111,8.958718861209965,31.402094240837695,66.64222222222222,21.344483985765123
네이버마케팅,330,330,241530,274383,999,831.4636363636364,831.4636363636364,415.7318181818182,731.9090909090909,731.9090909090909,365.95454545454544,3.0272727272727273,3.0272727272727273,1.5136363636363637
검색엔진최적화,640,250,3953,35801,43,55.9390625,143.204,40.225842696629215,6.1765625,15.812,4.441573033707865,0.0671875,0.172,0.048314606741573035
키워드교육,10,10,158661,250285,164,25028.5,25028.5,12514.25,15866.1,15866.1,7933.05,16.4,16.4,8.2
TVCF,9450,5890,97893,250690,1979,26.52804232804233,42.56196943972835,16.342242503259452,10.359047619047619,16.62020373514431,6.3815514993481095,0.20941798941798942,0.3359932088285229,0.12900912646675358
택시광고,190,240,43886,147771,46,777.7421052631579,615.7125,343.653488372093,230.97894736842105,182.85833333333332,102.06046511627908,0.24210526315789474,0.19166666666666668,0.10697674418604651
홍보대행사순위,130,140,2925,5715,24,43.96153846153846,40.82142857142857,21.166666666666668,22.5,20.892857142857142,10.833333333333334,0.18461538461538463,0.17142857142857143,0.08888888888888889
아파트분양광고,290,720,125052,81571,77,281.2793103448276,113.29305555555555,80.76336633663367,431.21379310344827,173.68333333333334,123.81386138613861,0.2655172413793103,0.10694444444444444,0.07623762376237624
구글애드센스,5450,3930,5705,12063,225,2.213394495412844,3.069465648854962,1.2860341151385928,1.046788990825688,1.4516539440203562,0.6082089552238806,0.04128440366972477,0.05725190839694656,0.02398720682302772
단체메일,240,60,122056,122524,264,510.51666666666665,2042.0666666666666,408.41333333333336,508.56666666666666,2034.2666666666667,406.85333333333335,1.1,4.4,0.88
웹툰홍보,20,10,20998,44923,35,2246.15,4492.3,1497.4333333333334,1049.9,2099.8,699.9333333333333,1.75,3.5,1.1666666666666667
영상제작업체,510,350,68919,168725,191,330.8333333333333,482.07142857142856,196.1918604651163,135.13529411764705,196.91142857142856,80.13837209302325,0.37450980392156863,0.5457142857142857,0.22209302325581395
검색광고대행,10,10,33251,69988,0,6998.8,6998.8,3499.4,3325.1,3325.1,1662.55,0.0,0.0,0.0
더존광고,10,10,4234,2856,17,285.6,285.6,142.8,423.4,423.4,211.7,1.7,1.7,0.85
편집,3110,2740,2160886,3477305,119961,1118.104501607717,1269.0894160583941,594.4111111111112,694.8186495176849,788.6445255474453,369.3822222222222,38.572668810289386,43.78138686131387,20.506153846153847
바이럴광고,850,1170,66306,143056,36,168.30117647058825,122.27008547008548,70.81980198019802,78.0070588235294,56.67179487179487,32.82475247524752,0.042352941176470586,0.03076923076923077,0.01782178217821782
바이럴마케팅가격,30,120,9800,29071,123,969.0333333333333,242.25833333333333,193.80666666666667,326.6666666666667,81.66666666666667,65.33333333333333,4.1,1.025,0.82
검색어광고,340,210,48244,85638,3,251.8764705882353,407.8,155.70545454545456,141.89411764705883,229.73333333333332,87.71636363636364,0.008823529411764706,0.014285714285714285,0.005454545454545455
SNS마케팅강의,90,30,4916,56180,12,624.2222222222222,1872.6666666666667,468.1666666666667,54.62222222222222,163.86666666666667,40.96666666666667,0.13333333333333333,0.4,0.1
마케팅과,150,480,76111,139219,2,928.1266666666667,290.0395833333333,220.98253968253968,507.4066666666667,158.56458333333333,120.81111111111112,0.013333333333333334,0.004166666666666667,0.0031746031746031746
DID광고,400,360,10965,21385,3554,53.4625,59.40277777777778,28.138157894736842,27.4125,30.458333333333332,14.427631578947368,8.885,9.872222222222222,4.676315789473684
해외마케팅,490,310,347192,493061,1394,1006.2469387755102,1590.5193548387097,616.32625,708.5551020408163,1119.9741935483871,433.99,2.8448979591836734,4.496774193548387,1.7425
UCC,3590,6240,302178,290813,20141,81.00640668523677,46.604647435897434,29.584231943031536,84.17214484679666,48.425961538461536,30.740386571719228,5.610306406685237,3.227724358974359,2.0489318413021365
인스타그램교육,50,40,38237,111689,35,2233.78,2792.225,1240.9888888888888,764.74,955.925,424.85555555555555,0.7,0.875,0.3888888888888889
전단지제작,2340,2260,43150,107795,83420,46.06623931623932,47.69690265486726,23.433695652173913,18.44017094017094,19.0929203539823,9.380434782608695,35.64957264957265,36.91150442477876,18.13478260869565
북트레일러,640,890,2319,14407,36,22.5109375,16.187640449438202,9.416339869281046,3.6234375,2.60561797752809,1.5156862745098039,0.05625,0.04044943820224719,0.023529411764705882
홈페이지등록대행,10,10,45320,89917,8,8991.7,8991.7,4495.85,4532.0,4532.0,2266.0,0.8,0.8,0.4
페이스북교육,50,20,102567,243641,91,4872.82,12182.05,3480.5857142857144,2051.34,5128.35,1465.2428571428572,1.82,4.55,1.3
글로벌마케팅,290,300,17826,378639,290,1305.651724137931,1262.13,641.7610169491526,61.46896551724138,59.42,30.2135593220339,1.0,0.9666666666666667,0.4915254237288136
소셜마케팅,430,330,8296,156143,462,363.1232558139535,473.1606060606061,205.45131578947368,19.293023255813953,25.13939393939394,10.91578947368421,1.0744186046511628,1.4,0.6078947368421053
AMPM글로벌,290,190,2207,6203,433,21.389655172413793,32.64736842105263,12.922916666666667,7.610344827586207,11.615789473684211,4.597916666666666,1.493103448275862,2.278947368421053,0.9020833333333333
회사명검색,110,40,41919,17390,0,158.0909090909091,434.75,115.93333333333334,381.08181818181816,1047.975,279.46,0.0,0.0,0.0
홍보마케팅,1060,2160,535019,836114,21745,788.7867924528302,387.0898148148148,259.66273291925467,504.73490566037736,247.69398148148147,166.15496894409938,20.514150943396228,10.06712962962963,6.753105590062112
네이버공식광고대행사,90,60,3819,2918,0,32.422222222222224,48.63333333333333,19.453333333333333,42.43333333333333,63.65,25.46,0.0,0.0,0.0
네이버플레이스,27500,46100,40041,120312,6593,4.374981818181818,2.6098047722342734,1.6346739130434782,1.4560363636363636,0.8685683297180044,0.5440353260869565,0.23974545454545454,0.14301518438177874,0.08957880434782609
부산차량랩핑,30,40,3612,12783,50992,426.1,319.575,182.61428571428573,120.4,90.3,51.6,1699.7333333333333,1274.8,728.4571428571429
부산케이블광고,10,10,9744,6112,1,611.2,611.2,305.6,974.4,974.4,487.2,0.1,0.1,0.05
영상제작,3310,2320,640396,1446602,26341,437.03987915407856,623.5353448275862,256.94529307282414,193.47311178247733,276.03275862068966,113.74706927175843,7.958006042296073,11.353879310344828,4.678685612788632
링크광고,40,20,769576,599179,26,14979.475,29958.95,9986.316666666668,19239.4,38478.8,12826.266666666666,0.65,1.3,0.43333333333333335
무료광고,120,110,25452,792923,6911,6607.691666666667,7208.390909090909,3447.491304347826,212.1,231.38181818181818,110.6608695652174,57.59166666666667,62.82727272727273,30.047826086956523
홍보관리,10,10,1132619,1073518,10783,107351.8,107351.8,53675.9,113261.9,113261.9,56630.95,1078.3,1078.3,539.15
고기광고,10,10,65469,295707,41,29570.7,29570.7,14785.35,6546.9,6546.9,3273.45,4.1,4.1,2.05
무료블로그,30,20,2058328,2292463,62,76415.43333333333,114623.15,45849.26,68610.93333333333,102916.4,41166.56,2.066666666666667,3.1,1.24
어플광고,190,320,109977,177729,11,935.4157894736842,555.403125,348.48823529411766,578.8263157894737,343.678125,215.64117647058825,0.05789473684210526,0.034375,0.021568627450980392
경제학,2730,2970,488520,723772,17871,265.1179487179487,243.6942760942761,126.97754385964912,178.94505494505495,164.4848484848485,85.70526315789473,6.546153846153846,6.017171717171717,3.135263157894737
경영학,2560,3560,743962,518410,8793,202.50390625,145.62078651685394,84.70751633986929,290.61015625,208.97808988764044,121.56241830065359,3.434765625,2.469943820224719,1.436764705882353
다음광고,1000,370,894308,1417739,13,1417.739,3831.727027027027,1034.8459854014598,894.308,2417.048648648649,652.7795620437956,0.013,0.03513513513513514,0.00948905109489051
앱광고,170,140,510,1047,48,6.158823529411765,7.478571428571429,3.3774193548387097,3.0,3.642857142857143,1.6451612903225807,0.2823529411764706,0.34285714285714286,0.15483870967741936
바이럴마케팅대행사,150,150,9195,52750,2,351.6666666666667,351.6666666666667,175.83333333333334,61.3,61.3,30.65,0.013333333333333334,0.013333333333333334,0.006666666666666667
CPS마케팅,10,10,1727,3631,133,363.1,363.1,181.55,172.7,172.7,86.35,13.3,13.3,6.65
스토리텔링마케팅,1220,380,18075,39426,56,32.31639344262295,103.75263157894737,24.64125,14.815573770491802,47.56578947368421,11.296875,0.04590163934426229,0.14736842105263157,0.035
SMAT,3380,3500,4351,5155,3419,1.5251479289940828,1.4728571428571429,0.7492732558139535,1.2872781065088756,1.243142857142857,0.6324127906976744,1.0115384615384615,0.9768571428571429,0.49694767441860466
홍보대행업체,20,20,113090,105786,104,5289.3,5289.3,2644.65,5654.5,5654.5,2827.25,5.2,5.2,2.6
페이스북광고,3070,2130,10720,250415,324,81.56840390879479,117.56572769953051,48.15673076923077,3.49185667752443,5.032863849765258,2.0615384615384613,0.10553745928338762,0.15211267605633802,0.06230769230769231
키워드검색광고,430,130,92891,127126,18,295.6418604651163,977.8923076923077,227.01071428571427,216.02558139534884,714.5461538461539,165.87678571428572,0.04186046511627907,0.13846153846153847,0.03214285714285714
총무교육,120,20,100644,78650,13,655.4166666666666,3932.5,561.7857142857143,838.7,5032.2,718.8857142857142,0.10833333333333334,0.65,0.09285714285714286
블로그마케팅업체,490,270,12487,192297,9,392.4428571428571,712.2111111111111,253.02236842105262,25.483673469387757,46.24814814814815,16.430263157894736,0.018367346938775512,0.03333333333333333,0.011842105263157895
카카오플러스,3880,1170,133153,957380,92427,246.74742268041237,818.2735042735043,189.58019801980197,34.31778350515464,113.8059829059829,26.366930693069307,23.82139175257732,78.99743589743589,18.30237623762376
마케팅취업,110,280,226555,218991,39,1990.8272727272727,782.1107142857143,561.5153846153846,2059.590909090909,809.125,580.9102564102565,0.35454545454545455,0.1392857142857143,0.1
구글검색광고,260,80,40332,82960,325,319.0769230769231,1037.0,244.0,155.12307692307692,504.15,118.62352941176471,1.25,4.0625,0.9558823529411765
영상광고,580,300,350691,830330,9713,1431.603448275862,2767.766666666667,943.5568181818181,604.6396551724138,1168.97,398.5125,16.74655172413793,32.376666666666665,11.0375
종합마케팅,20,10,159953,231581,276,11579.05,23158.1,7719.366666666667,7997.65,15995.3,5331.766666666666,13.8,27.6,9.2
디지털마케터,130,130,10067,22066,168,169.73846153846154,169.73846153846154,84.86923076923077,77.43846153846154,77.43846153846154,38.71923076923077,1.2923076923076924,1.2923076923076924,0.6461538461538462
사이버대경영학과,10,10,1299,2642,0,264.2,264.2,132.1,129.9,129.9,64.95,0.0,0.0,0.0
디지털마케팅학원,10,10,284,10405,139,1040.5,1040.5,520.25,28.4,28.4,14.2,13.9,13.9,6.95
동영상제작업체,170,160,66318,119200,124,701.1764705882352,745.0,361.2121212121212,390.1058823529412,414.4875,200.96363636363637,0.7294117647058823,0.775,0.37575757575757573
브랜드네이밍,3190,2600,9709,71460,3457,22.401253918495296,27.484615384615385,12.341968911917098,3.0435736677115988,3.734230769230769,1.6768566493955095,1.0836990595611284,1.3296153846153846,0.5970639032815198
케이블광고,350,190,74601,111327,531,318.07714285714286,585.9315789473684,206.1611111111111,213.1457142857143,392.63684210526316,138.15,1.5171428571428571,2.794736842105263,0.9833333333333333
마케팅대학원,80,150,58099,76719,9,958.9875,511.46,333.5608695652174,726.2375,387.32666666666665,252.60434782608695,0.1125,0.06,0.0391304347826087
영업,3530,4740,5520424,10310192,216899,2920.734277620397,2175.1459915611813,1246.6979443772673,1563.8594900849857,1164.6464135021097,667.5240628778719,61.444475920679885,45.75928270042194,26.22720677146312
맛집검색,840,760,390703,1938205,9,2307.3869047619046,2550.2697368421054,1211.378125,465.122619047619,514.0828947368421,244.189375,0.010714285714285714,0.011842105263157895,0.005625
온라인마케팅강좌,10,10,2081,16006,23,1600.6,1600.6,800.3,208.1,208.1,104.05,2.3,2.3,1.15
인스타그램스폰서광고,530,230,691,2007,1,3.7867924528301886,8.726086956521739,2.6407894736842104,1.3037735849056604,3.0043478260869567,0.9092105263157895,0.0018867924528301887,0.004347826086956522,0.0013157894736842105
인생명언,27800,61500,83410,273968,1726,9.854964028776978,4.4547642276422765,3.0679507278835385,3.0003597122302157,1.356260162601626,0.9340425531914893,0.0620863309352518,0.028065040650406502,0.019328107502799553
김창옥,4690,21800,9465,18748,163,3.997441364605544,0.86,0.7077387693469234,2.018123667377399,0.4341743119266055,0.35730464326160816,0.03475479744136461,0.007477064220183486,0.006153265383163458
직장인자기계발,640,670,27014,59711,4029,93.2984375,89.12089552238805,45.580916030534354,42.209375,40.319402985074625,20.621374045801527,6.2953125,6.013432835820896,3.0755725190839693
말잘하는방법,220,210,208846,525916,14,2390.5272727272727,2504.361904761905,1223.0604651162791,949.3,994.504761904762,485.68837209302325,0.06363636363636363,0.06666666666666667,0.03255813953488372
분양대행사,760,980,36249,34210,16,45.01315789473684,34.90816326530612,19.660919540229884,47.69605263157895,36.98877551020408,20.832758620689656,0.021052631578947368,0.0163265306122449,0.009195402298850575
서울디지털대학교경영학과,10,10,403,5410,0,541.0,541.0,270.5,40.3,40.3,20.15,0.0,0.0,0.0
디비광고,10,10,8497,5999,0,599.9,599.9,299.95,849.7,849.7,424.85,0.0,0.0,0.0
광고게시판,20,60,2861196,124669,14923,6233.45,2077.8166666666666,1558.3625,143059.8,47686.6,35764.95,746.15,248.71666666666667,186.5375
경영학과진로,1300,4050,24466,24876,4,19.135384615384616,6.142222222222222,4.649719626168224,18.82,6.040987654320988,4.573084112149533,0.003076923076923077,0.0009876543209876543,0.0007476635514018691
온라인마케팅자격증,60,50,4862,35395,1,589.9166666666666,707.9,321.77272727272725,81.03333333333333,97.24,44.2,0.016666666666666666,0.02,0.00909090909090909
네이버파워링크광고,100,30,8394,16000,4,160.0,533.3333333333334,123.07692307692308,83.94,279.8,64.56923076923077,0.04,0.13333333333333333,0.03076923076923077
파워링크광고,210,60,12847,34356,5,163.6,572.6,127.24444444444444,61.17619047619048,214.11666666666667,47.58148148148148,0.023809523809523808,0.08333333333333333,0.018518518518518517
네이버키워드광고교육,10,10,1115,10565,2,1056.5,1056.5,528.25,111.5,111.5,55.75,0.2,0.2,0.1
IMC마케팅,570,90,8090,11345,4,19.903508771929825,126.05555555555556,17.189393939393938,14.192982456140351,89.88888888888889,12.257575757575758,0.007017543859649123,0.044444444444444446,0.006060606060606061
이스틴,90,140,5457,10569,1441,117.43333333333334,75.49285714285715,45.95217391304348,60.63333333333333,38.97857142857143,23.72608695652174,16.011111111111113,10.292857142857143,6.265217391304348
지도등록,940,440,508826,584933,22,622.2691489361703,1329.3931818181818,423.8644927536232,541.304255319149,1156.4227272727273,368.7144927536232,0.023404255319148935,0.05,0.015942028985507246
학원프로모션,10,10,27934,104636,6,10463.6,10463.6,5231.8,2793.4,2793.4,1396.7,0.6,0.6,0.3
마케팅119,10,10,20444,16593,10,1659.3,1659.3,829.65,2044.4,2044.4,1022.2,1.0,1.0,0.5
화물차광고,10,20,7709,46308,11,4630.8,2315.4,1543.6,770.9,385.45,256.96666666666664,1.1,0.55,0.36666666666666664
모바일게임마케팅,20,10,13283,63746,30564,3187.3,6374.6,2124.866666666667,664.15,1328.3,442.76666666666665,1528.2,3056.4,1018.8
마켓팅,860,1300,174659,42464,787,49.37674418604651,32.66461538461539,19.659259259259258,203.09186046511627,134.3530769230769,80.86064814814814,0.9151162790697674,0.6053846153846154,0.36435185185185187
빅데이터마케팅,980,380,20270,64137,286,65.44591836734693,168.78157894736842,47.15955882352941,20.683673469387756,53.3421052631579,14.904411764705882,0.29183673469387755,0.7526315789473684,0.21029411764705883
학원광고,640,360,244178,388193,15877,606.5515625,1078.3138888888889,388.193,381.528125,678.2722222222222,244.178,24.8078125,44.102777777777774,15.877
TV광고,1190,970,481899,831788,12951,698.981512605042,857.5134020618557,385.087037037037,404.95714285714286,496.8030927835052,223.1013888888889,10.883193277310925,13.351546391752578,5.995833333333334
모바일플렉스,60,30,21880,25088,1261,418.1333333333333,836.2666666666667,278.75555555555553,364.6666666666667,729.3333333333334,243.11111111111111,21.016666666666666,42.03333333333333,14.011111111111111
유튜브홍보,870,1160,154916,177882,45,204.46206896551723,153.34655172413792,87.62660098522167,178.06436781609196,133.54827586206898,76.31330049261084,0.05172413793103448,0.03879310344827586,0.022167487684729065
마케팅협회,70,40,122355,180651,35,2580.7285714285713,4516.275,1642.2818181818182,1747.9285714285713,3058.875,1112.3181818181818,0.5,0.875,0.3181818181818182
동영상제작,2580,2170,425479,763518,1216,295.9372093023256,351.8516129032258,160.74063157894736,164.91434108527133,196.07327188940093,89.57452631578947,0.47131782945736433,0.56036866359447,0.256
홍보업체,50,110,2854301,963049,10449,19260.98,8754.99090909091,6019.05625,57086.02,25948.19090909091,17839.38125,208.98,94.99090909090908,65.30625
대행사,570,560,232999,331123,353,580.9175438596491,591.2910714285714,293.029203539823,408.7701754385965,416.06964285714287,206.1938053097345,0.6192982456140351,0.6303571428571428,0.3123893805309734
홍보글,150,250,2594514,118753,6,791.6866666666666,475.012,296.8825,17296.76,10378.056,6486.285,0.04,0.024,0.015
인터넷배너,150,170,93476,186931,112,1246.2066666666667,1099.5941176470587,584.159375,623.1733333333333,549.8588235294118,292.1125,0.7466666666666667,0.6588235294117647,0.35
네이버브랜드검색,1310,160,109484,170749,738,130.34274809160306,1067.18125,116.15578231292517,83.57557251908396,684.275,74.47891156462585,0.5633587786259542,4.6125,0.5020408163265306
타겟마케팅,230,180,40419,72672,55,315.96521739130435,403.73333333333335,177.24878048780488,175.73478260869564,224.55,98.58292682926829,0.2391304347826087,0.3055555555555556,0.13414634146341464
경영지도사자격증,1060,1100,24221,15474,30,14.59811320754717,14.067272727272726,7.163888888888889,22.85,22.01909090909091,11.213425925925925,0.02830188679245283,0.02727272727272727,0.013888888888888888
온라인광고종류,200,140,34964,131123,699,655.615,936.5928571428572,385.65588235294115,174.82,249.74285714285713,102.83529411764705,3.495,4.992857142857143,2.0558823529411763
네이버쇼핑몰등록,1050,1310,42213,37812,660,36.011428571428574,28.86412213740458,16.022033898305086,40.20285714285714,32.22366412213741,17.88686440677966,0.6285714285714286,0.5038167938931297,0.2796610169491525
홍보담당자교육,10,10,78782,67440,0,6744.0,6744.0,3372.0,7878.2,7878.2,3939.1,0.0,0.0,0.0
마케팅직무교육,20,10,36304,37711,2474,1885.55,3771.1,1257.0333333333333,1815.2,3630.4,1210.1333333333334,123.7,247.4,82.46666666666667
MBA,8130,26300,137077,167722,12193,20.630012300123003,6.377262357414448,4.871391228579727,16.860639606396063,5.212053231939164,3.9813244263723497,1.4997539975399754,0.46361216730038024,0.3541388324135928
페이스북광고비용,310,690,1184,40299,324,129.9967741935484,58.404347826086955,40.299,3.8193548387096774,1.7159420289855072,1.184,1.0451612903225806,0.46956521739130436,0.324
SNS강의,100,10,61425,148849,25,1488.49,14884.9,1353.1727272727273,614.25,6142.5,558.4090909090909,0.25,2.5,0.22727272727272727
디지털마케팅에이전시,20,20,640,6936,0,346.8,346.8,173.4,32.0,32.0,16.0,0.0,0.0,0.0
마케팅툴,130,50,24727,48242,272,371.0923076923077,964.84,268.0111111111111,190.2076923076923,494.54,137.37222222222223,2.0923076923076924,5.44,1.511111111111111
탑차랩핑,130,110,851,7667,6,58.97692307692308,69.7,31.945833333333333,6.546153846153846,7.736363636363636,3.5458333333333334,0.046153846153846156,0.05454545454545454,0.025
영상회사,220,120,331360,911355,8874,4142.522727272727,7594.625,2680.455882352941,1506.1818181818182,2761.3333333333335,974.5882352941177,40.336363636363636,73.95,26.1
마켓팅교육,10,10,8765,7963,12,796.3,796.3,398.15,876.5,876.5,438.25,1.2,1.2,0.6
게임마케팅,640,120,4522,238146,138,372.103125,1984.55,313.35,7.065625,37.68333333333333,5.95,0.215625,1.15,0.18157894736842106
블러그광고,10,30,17563,52030,106,5203.0,1734.3333333333333,1300.75,1756.3,585.4333333333333,439.075,10.6,3.533333333333333,2.65
경영학인강,90,140,19265,7584,0,84.26666666666667,54.17142857142857,32.97391304347826,214.05555555555554,137.60714285714286,83.76086956521739,0.0,0.0,0.0
인스타그램마케팅교육,10,10,8027,20237,21,2023.7,2023.7,1011.85,802.7,802.7,401.35,2.1,2.1,1.05
경영학사,140,140,92226,9755,0,69.67857142857143,69.67857142857143,34.839285714285715,658.7571428571429,658.7571428571429,329.37857142857143,0.0,0.0,0.0
마케팅관련자격증,640,3500,73851,63728,0,99.575,18.208,15.393236714975846,115.3921875,21.100285714285715,17.838405797101448,0.0,0.0,0.0
뉴미디어아이엠씨,20,10,25,3901,3962,195.05,390.1,130.03333333333333,1.25,2.5,0.8333333333333334,198.1,396.2,132.06666666666666
플레이스상위,10,50,5876,10246,1,1024.6,204.92,170.76666666666668,587.6,117.52,97.93333333333334,0.1,0.02,0.016666666666666666
졸업동영상,10,10,73499,141707,40,14170.7,14170.7,7085.35,7349.9,7349.9,3674.95,4.0,4.0,2.0
종합광고대행사순위,40,20,450,1395,9,34.875,69.75,23.25,11.25,22.5,7.5,0.225,0.45,0.15
인스타좋아요,1510,10600,130600,1053900,156,697.9470198675497,99.4245283018868,87.02725020644095,86.49006622516556,12.320754716981131,10.784475639966969,0.10331125827814569,0.01471698113207547,0.012881915772089183
웹사이트등록,430,60,223200,167701,5,390.0023255813953,2795.016666666667,342.2469387755102,519.0697674418604,3720.0,455.51020408163265,0.011627906976744186,0.08333333333333333,0.01020408163265306
SNS마케팅전문가,1280,650,4697,57109,25,44.61640625,87.86,29.59015544041451,3.66953125,7.226153846153847,2.433678756476684,0.01953125,0.038461538461538464,0.012953367875647668
네이버포스트노출,500,100,8404,26551,3,53.102,265.51,44.251666666666665,16.808,84.04,14.006666666666666,0.006,0.03,0.005
인강촬영,50,50,8517,19316,72,386.32,386.32,193.16,170.34,170.34,85.17,1.44,1.44,0.72
소상공인마케팅,190,50,29164,65418,116,344.30526315789473,1308.36,272.575,153.49473684210525,583.28,121.51666666666667,0.6105263157894737,2.32,0.48333333333333334
사이버대학교마케팅,10,10,11256,11317,0,1131.7,1131.7,565.85,1125.6,1125.6,562.8,0.0,0.0,0.0
웹툰제작,180,110,35508,92313,200,512.85,839.209090909091,318.32068965517243,197.26666666666668,322.8,122.44137931034483,1.1111111111111112,1.8181818181818181,0.6896551724137931
야립광고,170,110,534,2600,2,15.294117647058824,23.636363636363637,9.285714285714286,3.1411764705882352,4.8545454545454545,1.9071428571428573,0.011764705882352941,0.01818181818181818,0.007142857142857143
지역광고,300,270,1846388,890996,35,2969.9866666666667,3299.9851851851854,1563.1508771929825,6154.626666666667,6838.474074074074,3239.277192982456,0.11666666666666667,0.12962962962962962,0.06140350877192982
디스플레이광고,370,130,44539,91007,7087,245.96486486486486,700.0538461538462,182.014,120.37567567567568,342.60769230769233,89.078,19.154054054054054,54.51538461538462,14.174
블로그광고비용,140,130,74640,208177,106,1486.9785714285715,1601.3615384615384,771.0259259259259,533.1428571428571,574.1538461538462,276.44444444444446,0.7571428571428571,0.8153846153846154,0.3925925925925926
CI디자인,910,200,2512,59083,9367,64.92637362637363,295.415,53.22792792792793,2.7604395604395604,12.56,2.263063063063063,10.293406593406594,46.835,8.438738738738738
유튜브운영,60,40,187807,245562,30,4092.7,6139.05,2455.62,3130.116666666667,4695.175,1878.07,0.5,0.75,0.3
빌보드광고,50,60,4681,16056,313,321.12,267.6,145.96363636363637,93.62,78.01666666666667,42.554545454545455,6.26,5.216666666666667,2.8454545454545452
광고제작,380,270,379935,784480,33179,2064.4210526315787,2905.4814814814813,1206.8923076923077,999.828947368421,1407.1666666666667,584.5153846153846,87.31315789473685,122.88518518518518,51.04461538461538
광고의종류,370,190,319297,635600,309475,1717.837837837838,3345.2631578947367,1135.0,862.9648648648649,1680.5105263157895,570.1732142857143,836.418918918919,1628.8157894736842,552.6339285714286
블로그배우기,70,190,31667,126048,16,1800.6857142857143,663.4105263157895,484.8,452.3857142857143,166.66842105263157,121.79615384615384,0.22857142857142856,0.08421052631578947,0.06153846153846154
촬영,2860,4280,9828308,13821417,752327,4832.663286713287,3229.3030373831775,1935.7726890756303,3436.4713286713286,2296.333644859813,1376.513725490196,263.0513986013986,175.77733644859813,105.36792717086834
부산종합광고대행사,10,10,1333,2450,0,245.0,245.0,122.5,133.3,133.3,66.65,0.0,0.0,0.0
B2B교육,20,20,32514,22565,36,1128.25,1128.25,564.125,1625.7,1625.7,812.85,1.8,1.8,0.9
광고검색,380,300,946840,839362,146,2208.8473684210526,2797.8733333333334,1234.355882352941,2491.684210526316,3156.133333333333,1392.4117647058824,0.38421052631578945,0.4866666666666667,0.21470588235294116
마케팅외주,10,10,11479,17092,0,1709.2,1709.2,854.6,1147.9,1147.9,573.95,0.0,0.0,0.0
